Grouping;no;SourceRoom;Exist;Doors;Rooms;PathLength;SimulationTimeInSec
2;3;46;504;6;7;34,09;40,25
2;3;46;505;4;5;16,97;21
2;3;46;506;2;3;8,14;13
2;3;46;507;5;6;20,51;22,5
2;4;1;501;2;3;6,66;14,75
2;4;1;502;2;3;8,72;12,25
2;4;1;503;5;6;33,91;38,5
2;4;1;504;5;6;33,91;39,75
2;4;1;505;9;10;49,81;61
2;4;1;506;9;10;50,98;63
2;4;1;507;12;13;63,35;82,5
2;4;19;501;5;6;26,31;36,75
2;4;19;502;4;5;23,77;28,75
2;4;19;503;1;2;6,5;7,5
2;4;19;504;1;2;6,5;7
2;4;19;505;5;6;22,4;28,5
2;4;19;506;5;6;23,57;28,5
2;4;19;507;8;9;35,94;46
2;4;46;501;10;11;53,9;68
2;4;46;502;9;10;51,36;48
2;4;46;503;6;7;34,09;30,25
2;4;46;504;6;7;34,09;40,25
2;4;46;505;4;5;16,97;21
2;4;46;506;2;3;8,14;13
2;4;46;507;5;6;20,51;22,5
2;5;1;501;2;3;6,66;21
2;5;1;502;2;3;8,72;12,16666667
2;5;1;503;5;6;33,91;41,33333333
2;5;1;504;5;6;33,91;40
2;5;1;505;9;10;49,81;60
2;5;1;506;9;10;50,98;61,33333333
2;5;1;507;12;13;63,35;78,33333333
2;5;19;501;5;6;26,31;40,16666667
2;5;19;502;4;5;23,77;30,33333333
2;5;19;503;1;2;6,5;8,333333333
2;5;19;504;1;2;6,5;7,333333333
2;5;19;505;5;6;22,4;27,5
2;5;19;506;5;6;23,57;28
2;5;19;507;8;9;35,94;45,66666667
2;5;46;501;10;11;53,9;68,66666667
2;5;46;502;9;10;51,36;47,66666667
2;5;46;503;6;7;34,09;30
2;5;46;504;6;7;34,09;41,5
2;5;46;505;4;5;16,97;22,33333333
2;5;46;506;2;3;8,14;12,5
2;5;46;507;5;6;20,51;22,5
2;6;1;501;2;3;6,66;21
2;6;1;502;2;3;8,72;12,16666667
2;6;1;503;5;6;33,91;41,33333333
2;6;1;504;5;6;33,91;40
2;6;1;505;9;10;49,81;60
2;6;1;506;9;10;50,98;61,33333333
2;6;1;507;12;13;63,35;78,33333333
2;6;19;501;5;6;26,31;40,16666667
2;6;19;502;4;5;23,77;30,33333333
2;6;19;503;1;2;6,5;8,333333333
2;6;19;504;1;2;6,5;7,333333333
2;6;19;505;5;6;22,4;27,5
2;6;19;506;5;6;23,57;28
2;6;19;507;8;9;35,94;45,66666667
2;6;46;501;10;11;53,9;68,66666667
2;6;46;502;9;10;51,36;47,66666667
2;6;46;503;6;7;34,09;30
2;6;46;504;6;7;34,09;41,5
2;6;46;505;4;5;16,97;22,33333333
2;6;46;506;2;3;8,14;12,5
2;6;46;507;5;6;20,51;22,5
2;7;1;501;2;3;6,66;16,25
2;7;1;502;2;3;8,72;13,125
2;7;1;503;5;6;33,91;39,875
2;7;1;504;5;6;33,91;40,625
2;7;1;505;9;10;49,81;61,42857143
2;7;1;506;9;10;50,98;58,85714286
2;7;1;507;12;13;63,35;74
2;7;19;501;5;6;26,31;39,5
2;7;19;502;4;5;23,77;29,71428571
2;7;19;503;1;2;6,5;8,375
2;7;19;504;1;2;6,5;7
2;7;19;505;5;6;22,4;28,125
2;7;19;506;5;6;23,57;28,5
2;7;19;507;8;9;35,94;46,16666667
2;7;46;501;10;11;53,9;67,875
2;7;46;502;9;10;51,36;50,75
2;7;46;503;6;7;34,09;31,375
2;7;46;504;6;7;34,09;42
2;7;46;505;4;5;16,97;22,5
2;7;46;506;2;3;8,14;13,25
2;7;46;507;5;6;20,51;23,125
2;8;1;501;2;3;6,66;16,25
2;8;1;502;2;3;8,72;13,125
2;8;1;503;5;6;33,91;39,875
2;8;1;504;5;6;33,91;40,625
2;8;1;505;9;10;49,81;61,42857143
2;8;1;506;9;10;50,98;58,85714286
2;8;1;507;12;13;63,35;74
2;8;19;501;5;6;26,31;39,5
2;8;19;502;4;5;23,77;29,71428571
2;8;19;503;1;2;6,5;8,375
2;8;19;504;1;2;6,5;7
2;8;19;505;5;6;22,4;28,125
2;8;19;506;5;6;23,57;28,5
2;8;19;507;8;9;35,94;46,16666667
2;8;46;501;10;11;53,9;67,875
2;8;46;502;9;10;51,36;50,75
2;8;46;503;6;7;34,09;31,375
2;8;46;504;6;7;34,09;42
2;8;46;505;4;5;16,97;22,5
2;8;46;506;2;3;8,14;13,25
2;8;46;507;5;6;20,51;23,125
2;9;1;501;2;3;6,66;20,7
2;9;1;502;2;3;8,72;13,5
2;9;1;503;5;6;33,91;42,4
2;9;1;504;5;6;33,91;42,8
2;9;1;505;9;10;49,81;62,9
2;9;1;506;9;10;50,98;65,875
2;9;1;507;12;13;63,35;83
2;9;19;501;5;6;26,31;40,25
2;9;19;502;4;5;23,77;30,25
2;9;19;503;1;2;6,5;8,4
2;9;19;504;1;2;6,5;6,9
2;9;19;505;5;6;22,4;28,3
2;9;19;506;5;6;23,57;30,8
2;9;19;507;8;9;35,94;47,9
2;9;46;501;10;11;53,9;69,6
2;9;46;502;9;10;51,36;53,7
2;9;46;503;6;7;34,09;33,6
2;9;46;504;6;7;34,09;43,2
2;9;46;505;4;5;16,97;22,6
2;9;46;506;2;3;8,14;14,8
2;9;46;507;5;6;20,51;24,5
2;10;1;501;2;3;6,66;20,7
2;10;1;502;2;3;8,72;13,5
2;10;1;503;5;6;33,91;42,4
2;10;1;504;5;6;33,91;42,8
2;10;1;505;9;10;49,81;62,9
2;10;1;506;9;10;50,98;65,875
2;10;1;507;12;13;63,35;83
2;10;19;501;5;6;26,31;40,25
2;10;19;502;4;5;23,77;30,25
2;10;19;503;1;2;6,5;8,4
2;10;19;504;1;2;6,5;6,9
2;10;19;505;5;6;22,4;28,3
2;10;19;506;5;6;23,57;30,8
2;10;19;507;8;9;35,94;47,9
2;10;46;501;10;11;53,9;69,6
2;10;46;502;9;10;51,36;53,7
2;10;46;503;6;7;34,09;33,6
2;10;46;504;6;7;34,09;43,2
2;10;46;505;4;5;16,97;22,6
2;10;46;506;2;3;8,14;14,8
2;10;46;507;5;6;20,51;24,5
2;11;1;501;2;3;6,66;18,625
2;11;1;502;2;3;8,72;14,66666667
2;11;1;503;5;6;33,91;41,91666667
2;11;1;504;5;6;33,91;42,66666667
2;11;1;505;9;10;49,81;62
2;11;1;506;9;10;50,98;62,66666667
2;11;1;507;12;13;63,35;80,75
2;11;19;501;5;6;26,31;39,3
2;11;19;502;4;5;23,77;30,41666667
2;11;19;503;1;2;6,5;8,5
2;11;19;504;1;2;6,5;7,166666667
2;11;19;505;5;6;22,4;29,25
2;11;19;506;5;6;23,57;29,09090909
2;11;19;507;8;9;35,94;50,14285714
2;11;46;501;10;11;53,9;70,6
2;11;46;502;9;10;51,36;54,5
2;11;46;503;6;7;34,09;31,44444444
2;11;46;504;6;7;34,09;43,3
2;11;46;505;4;5;16,97;22,58333333
2;11;46;506;2;3;8,14;14,91666667
2;11;46;507;5;6;20,51;24,83333333
2;12;1;501;2;3;6,66;18,625
2;12;1;502;2;3;8,72;14,66666667
2;12;1;503;5;6;33,91;41,91666667
2;12;1;504;5;6;33,91;42,66666667
2;12;1;505;9;10;49,81;62
2;12;1;506;9;10;50,98;62,66666667
2;12;1;507;12;13;63,35;80,75
2;12;19;501;5;6;26,31;39,3
2;12;19;502;4;5;23,77;30,41666667
2;12;19;503;1;2;6,5;8,5
2;12;19;504;1;2;6,5;7,166666667
2;12;19;505;5;6;22,4;29,25
2;12;19;506;5;6;23,57;29,09090909
2;12;19;507;8;9;35,94;50,14285714
2;12;46;501;10;11;53,9;70,6
2;12;46;502;9;10;51,36;54,5
2;12;46;503;6;7;34,09;31,44444444
2;12;46;504;6;7;34,09;43,3
2;12;46;505;4;5;16,97;22,58333333
2;12;46;506;2;3;8,14;14,91666667
2;12;46;507;5;6;20,51;24,83333333
2;13;1;501;2;3;6,66;20
2;13;1;502;2;3;8,72;13,57142857
2;13;1;503;5;6;33,91;38,41666667
2;13;1;504;5;6;33,91;42,78571429
2;13;1;505;9;10;49,81;63,46153846
2;13;1;506;9;10;50,98;62
2;13;1;507;12;13;63,35;78,42857143
2;13;19;501;5;6;26,31;45,64285714
2;13;19;502;4;5;23,77;32,35714286
2;13;19;503;1;2;6,5;9,285714286
2;13;19;504;1;2;6,5;7,214285714
2;13;19;505;5;6;22,4;29,07142857
2;13;19;506;5;6;23,57;30,14285714
2;13;19;507;8;9;35,94;47,61538462
2;13;46;501;10;11;53,9;70,92857143
2;13;46;502;9;10;51,36;54,75
2;13;46;503;6;7;34,09;34,83333333
2;13;46;504;6;7;34,09;43,38461538
2;13;46;505;4;5;16,97;23,21428571
2;13;46;506;2;3;8,14;14,64285714
2;13;46;507;5;6;20,51;25,21428571
2;14;1;501;2;3;6,66;20
2;14;1;502;2;3;8,72;13,57142857
2;14;1;503;5;6;33,91;38,41666667
2;14;1;504;5;6;33,91;42,78571429
2;14;1;505;9;10;49,81;63,46153846
2;14;1;506;9;10;50,98;62
2;14;1;507;12;13;63,35;78,42857143
2;14;19;501;5;6;26,31;45,64285714
2;14;19;502;4;5;23,77;32,35714286
2;14;19;503;1;2;6,5;9,285714286
2;14;19;504;1;2;6,5;7,214285714
2;14;19;505;5;6;22,4;29,07142857
2;14;19;506;5;6;23,57;30,14285714
2;14;19;507;8;9;35,94;47,61538462
2;14;46;501;10;11;53,9;70,92857143
2;14;46;502;9;10;51,36;54,75
2;14;46;503;6;7;34,09;34,83333333
2;14;46;504;6;7;34,09;43,38461538
2;14;46;505;4;5;16,97;23,21428571
2;14;46;506;2;3;8,14;14,64285714
2;14;46;507;5;6;20,51;25,21428571
2;15;1;501;2;3;6,66;19,92857143
2;15;1;502;2;3;8,72;14,75
2;15;1;503;5;6;33,91;40,5625
2;15;1;504;5;6;33,91;42,86666667
2;15;1;505;9;10;49,81;64,78571429
2;15;1;506;9;10;50,98;61,4375
2;15;1;507;12;13;63,35;76,78571429
2;15;19;501;5;6;26,31;41,08333333
2;15;19;502;4;5;23,77;32,1875
2;15;19;503;1;2;6,5;9,9375
2;15;19;504;1;2;6,5;7,125
2;15;19;505;5;6;22,4;28,9375
2;15;19;506;5;6;23,57;31,625
2;15;19;507;8;9;35,94;48,25
2;15;46;501;10;11;53,9;70,1875
2;15;46;502;9;10;51,36;59,07142857
2;15;46;503;6;7;34,09;33,9375
2;15;46;504;6;7;34,09;43,9375
2;15;46;505;4;5;16,97;22,71428571
2;15;46;506;2;3;8,14;14,4375
2;15;46;507;5;6;20,51;25,71428571
2;16;1;501;2;3;6,66;19,92857143
2;16;1;502;2;3;8,72;14,75
2;16;1;503;5;6;33,91;40,5625
2;16;1;504;5;6;33,91;42,86666667
2;16;1;505;9;10;49,81;64,78571429
2;16;1;506;9;10;50,98;61,4375
2;16;1;507;12;13;63,35;76,78571429
2;16;19;501;5;6;26,31;41,08333333
2;16;19;502;4;5;23,77;32,1875
2;16;19;503;1;2;6,5;9,9375
2;16;19;504;1;2;6,5;7,125
2;16;19;505;5;6;22,4;28,9375
2;16;19;506;5;6;23,57;31,625
2;16;19;507;8;9;35,94;48,25
2;16;46;501;10;11;53,9;70,1875
2;16;46;502;9;10;51,36;59,07142857
2;16;46;503;6;7;34,09;33,9375
2;16;46;504;6;7;34,09;43,9375
2;16;46;505;4;5;16,97;22,71428571
2;16;46;506;2;3;8,14;14,4375
2;16;46;507;5;6;20,51;25,71428571
2;17;1;501;2;3;6,66;17,21428571
2;17;1;502;2;3;8,72;14,5
2;17;1;503;5;6;33,91;41,77777778
2;17;1;504;5;6;33,91;43,33333333
2;17;1;505;9;10;49,81;64,38888889
2;17;1;506;9;10;50,98;61,4375
2;17;1;507;12;13;63,35;79,76923077
2;17;19;501;5;6;26,31;44,73333333
2;17;19;502;4;5;23,77;31,94444444
2;17;19;503;1;2;6,5;9
2;17;19;504;1;2;6,5;7,222222222
2;17;19;505;5;6;22,4;30,84615385
2;17;19;506;5;6;23,57;32
2;17;19;507;8;9;35,94;48,55555556
2;17;46;501;10;11;53,9;71,88888889
2;17;46;502;9;10;51,36;56,22222222
2;17;46;503;6;7;34,09;36,94117647
2;17;46;504;6;7;34,09;45,5
2;17;46;505;4;5;16,97;23,66666667
2;17;46;506;2;3;8,14;15,77777778
2;17;46;507;5;6;20,51;27,72222222
2;18;1;501;2;3;6,66;17,21428571
2;18;1;502;2;3;8,72;14,5
2;18;1;503;5;6;33,91;41,77777778
2;18;1;504;5;6;33,91;43,33333333
2;18;1;505;9;10;49,81;64,38888889
2;18;1;506;9;10;50,98;61,4375
2;18;1;507;12;13;63,35;79,76923077
2;18;19;501;5;6;26,31;44,73333333
2;18;19;502;4;5;23,77;31,94444444
2;18;19;503;1;2;6,5;9
2;18;19;504;1;2;6,5;7,222222222
2;18;19;505;5;6;22,4;30,84615385
2;18;19;506;5;6;23,57;32
2;18;19;507;8;9;35,94;48,55555556
2;18;46;501;10;11;53,9;71,88888889
2;18;46;502;9;10;51,36;56,22222222
2;18;46;503;6;7;34,09;36,94117647
2;18;46;504;6;7;34,09;45,5
2;18;46;505;4;5;16,97;23,66666667
2;18;46;506;2;3;8,14;15,77777778
2;18;46;507;5;6;20,51;27,72222222
2;19;1;501;2;3;6,66;22,17647059
2;19;1;502;2;3;8,72;15,35
2;19;1;503;5;6;33,91;41,73684211
2;19;1;504;5;6;33,91;43,84210526
2;19;1;505;9;10;49,81;64,17647059
2;19;1;506;9;10;50,98;66,52941176
2;19;1;507;12;13;63,35;83,5625
2;19;19;501;5;6;26,31;41,46666667
2;19;19;502;4;5;23,77;32,26666667
2;19;19;503;1;2;6,5;10,15
2;19;19;504;1;2;6,5;7,25
2;19;19;505;5;6;22,4;29,77777778
2;19;19;506;5;6;23,57;33,70588235
2;19;19;507;8;9;35,94;48,94444444
2;19;46;501;10;11;53,9;70,66666667
2;19;46;502;9;10;51,36;55,33333333
2;19;46;503;6;7;34,09;36,05555556
2;19;46;504;6;7;34,09;45,25
2;19;46;505;4;5;16,97;23,3
2;19;46;506;2;3;8,14;15,85
2;19;46;507;5;6;20,51;27,45
2;20;1;501;2;3;6,66;22,17647059
2;20;1;502;2;3;8,72;15,35
2;20;1;503;5;6;33,91;41,73684211
2;20;1;504;5;6;33,91;43,84210526
2;20;1;505;9;10;49,81;64,17647059
2;20;1;506;9;10;50,98;66,52941176
2;20;1;507;12;13;63,35;83,5625
2;20;19;501;5;6;26,31;41,46666667
2;20;19;502;4;5;23,77;32,26666667
2;20;19;503;1;2;6,5;10,15
2;20;19;504;1;2;6,5;7,25
2;20;19;505;5;6;22,4;29,77777778
2;20;19;506;5;6;23,57;33,70588235
2;20;19;507;8;9;35,94;48,94444444
2;20;46;501;10;11;53,9;70,66666667
2;20;46;502;9;10;51,36;55,33333333
2;20;46;503;6;7;34,09;36,05555556
2;20;46;504;6;7;34,09;45,25
2;20;46;505;4;5;16,97;23,3
2;20;46;506;2;3;8,14;15,85
2;20;46;507;5;6;20,51;27,45
2;21;1;501;2;3;6,66;22,4
2;21;1;502;2;3;8,72;14,59090909
2;21;1;503;5;6;33,91;40,40909091
2;21;1;504;5;6;33,91;45,05263158
2;21;1;505;9;10;49,81;64,5
2;21;1;506;9;10;50,98;59,95238095
2;21;1;507;12;13;63,35;78,7
2;21;19;501;5;6;26,31;42,52631579
2;21;19;502;4;5;23,77;33,65
2;21;19;503;1;2;6,5;10,68181818
2;21;19;504;1;2;6,5;7,272727273
2;21;19;505;5;6;22,4;30,75
2;21;19;506;5;6;23,57;32,81818182
2;21;19;507;8;9;35,94;50,09090909
2;21;46;501;10;11;53,9;70,5
2;21;46;502;9;10;51,36;58,05
2;21;46;503;6;7;34,09;35,5
2;21;46;504;6;7;34,09;44,55555556
2;21;46;505;4;5;16,97;23,9
2;21;46;506;2;3;8,14;16,40909091
2;21;46;507;5;6;20,51;27,68181818
2;22;1;501;2;3;6,66;22,4
2;22;1;502;2;3;8,72;14,59090909
2;22;1;503;5;6;33,91;40,40909091
2;22;1;504;5;6;33,91;45,05263158
2;22;1;505;9;10;49,81;64,5
2;22;1;506;9;10;50,98;59,95238095
2;22;1;507;12;13;63,35;78,7
2;22;19;501;5;6;26,31;42,52631579
2;22;19;502;4;5;23,77;33,65
2;22;19;503;1;2;6,5;10,68181818
2;22;19;504;1;2;6,5;7,272727273
2;22;19;505;5;6;22,4;30,75
2;22;19;506;5;6;23,57;32,81818182
2;22;19;507;8;9;35,94;50,09090909
2;22;46;501;10;11;53,9;70,5
2;22;46;502;9;10;51,36;58,05
2;22;46;503;6;7;34,09;35,5
2;22;46;504;6;7;34,09;44,55555556
2;22;46;505;4;5;16,97;23,9
2;22;46;506;2;3;8,14;16,40909091
2;22;46;507;5;6;20,51;27,68181818
2;23;1;501;2;3;6,66;21,19047619
2;23;1;502;2;3;8,72;15,58333333
2;23;1;503;5;6;33,91;41,69565217
2;23;1;504;5;6;33,91;46,20833333
2;23;1;505;9;10;49,81;66,125
2;23;1;506;9;10;50,98;61,52173913
2;23;1;507;12;13;63,35;77,36842105
2;23;19;501;5;6;26,31;43,3
2;23;19;502;4;5;23,77;34,59090909
2;23;19;503;1;2;6,5;11,95833333
2;23;19;504;1;2;6,5;7,125
2;23;19;505;5;6;22,4;30,5
2;23;19;506;5;6;23,57;32,17391304
2;23;19;507;8;9;35,94;50,83333333
2;23;46;501;10;11;53,9;70,18181818
2;23;46;502;9;10;51,36;56,125
2;23;46;503;6;7;34,09;37
2;23;46;504;6;7;34,09;46,20833333
2;23;46;505;4;5;16,97;23,59090909
2;23;46;506;2;3;8,14;16,66666667
2;23;46;507;5;6;20,51;28,16666667
2;24;1;501;2;3;6,66;21,19047619
2;24;1;502;2;3;8,72;15,58333333
2;24;1;503;5;6;33,91;41,69565217
2;24;1;504;5;6;33,91;46,20833333
2;24;1;505;9;10;49,81;66,125
2;24;1;506;9;10;50,98;61,52173913
2;24;1;507;12;13;63,35;77,36842105
2;24;19;501;5;6;26,31;43,3
2;24;19;502;4;5;23,77;34,59090909
2;24;19;503;1;2;6,5;11,95833333
2;24;19;504;1;2;6,5;7,125
2;24;19;505;5;6;22,4;30,5
2;24;19;506;5;6;23,57;32,17391304
2;24;19;507;8;9;35,94;50,83333333
2;24;46;501;10;11;53,9;70,18181818
2;24;46;502;9;10;51,36;56,125
2;24;46;503;6;7;34,09;37
2;24;46;504;6;7;34,09;46,20833333
2;24;46;505;4;5;16,97;23,59090909
2;24;46;506;2;3;8,14;16,66666667
2;24;46;507;5;6;20,51;28,16666667
2;25;1;501;2;3;6,66;19,61904762
2;25;1;502;2;3;8,72;13,80769231
2;25;1;503;5;6;33,91;41,16
2;25;1;504;5;6;33,91;44,96
2;25;1;505;9;10;49,81;66,52380952
2;25;1;506;9;10;50,98;62,26086957
2;25;1;507;12;13;63,35;81,26923077
2;25;19;501;5;6;26,31;49,45833333
2;25;19;502;4;5;23,77;34,73076923
2;25;19;503;1;2;6,5;11,03846154
2;25;19;504;1;2;6,5;7,115384615
2;25;19;505;5;6;22,4;30,77272727
2;25;19;506;5;6;23,57;31,8
2;25;19;507;8;9;35,94;51,47826087
2;25;46;501;10;11;53,9;70,69230769
2;25;46;502;9;10;51,36;56,96
2;25;46;503;6;7;34,09;37,08333333
2;25;46;504;6;7;34,09;47,04166667
2;25;46;505;4;5;16,97;25,16666667
2;25;46;506;2;3;8,14;17,15384615
2;25;46;507;5;6;20,51;28,07692308
2;26;1;501;2;3;6,66;19,61904762
2;26;1;502;2;3;8,72;13,80769231
2;26;1;503;5;6;33,91;41,16
2;26;1;504;5;6;33,91;44,96
2;26;1;505;9;10;49,81;66,52380952
2;26;1;506;9;10;50,98;62,26086957
2;26;1;507;12;13;63,35;81,26923077
2;26;19;501;5;6;26,31;49,45833333
2;26;19;502;4;5;23,77;34,73076923
2;26;19;503;1;2;6,5;11,03846154
2;26;19;504;1;2;6,5;7,115384615
2;26;19;505;5;6;22,4;30,77272727
2;26;19;506;5;6;23,57;31,8
2;26;19;507;8;9;35,94;51,47826087
2;26;46;501;10;11;53,9;70,69230769
2;26;46;502;9;10;51,36;56,96
2;26;46;503;6;7;34,09;37,08333333
2;26;46;504;6;7;34,09;47,04166667
2;26;46;505;4;5;16,97;25,16666667
2;26;46;506;2;3;8,14;17,15384615
2;26;46;507;5;6;20,51;28,07692308
2;27;1;501;2;3;6,66;25,8
2;27;1;502;2;3;8,72;16,21428571
2;27;1;503;5;6;33,91;41,51851852
2;27;1;504;5;6;33,91;44,85185185
2;27;1;505;9;10;49,81;65,84
2;27;1;506;9;10;50,98;63,28571429
2;27;1;507;12;13;63,35;79,30769231
2;27;19;501;5;6;26,31;46
2;27;19;502;4;5;23,77;35,48148148
2;27;19;503;1;2;6,5;11,14285714
2;27;19;504;1;2;6,5;7,142857143
2;27;19;505;5;6;22,4;32,28571429
2;27;19;506;5;6;23,57;33,30769231
2;27;19;507;8;9;35,94;53,13043478
2;27;46;501;10;11;53,9;72,5
2;27;46;502;9;10;51,36;55,69230769
2;27;46;503;6;7;34,09;34,92307692
2;27;46;504;6;7;34,09;47
2;27;46;505;4;5;16,97;24,82142857
2;27;46;506;2;3;8,14;17,14285714
2;27;46;507;5;6;20,51;30,44444444
2;28;1;501;2;3;6,66;25,8
2;28;1;502;2;3;8,72;16,21428571
2;28;1;503;5;6;33,91;41,51851852
2;28;1;504;5;6;33,91;44,85185185
2;28;1;505;9;10;49,81;65,84
2;28;1;506;9;10;50,98;63,28571429
2;28;1;507;12;13;63,35;79,30769231
2;28;19;501;5;6;26,31;46
2;28;19;502;4;5;23,77;35,48148148
2;28;19;503;1;2;6,5;11,14285714
2;28;19;504;1;2;6,5;7,142857143
2;28;19;505;5;6;22,4;32,28571429
2;28;19;506;5;6;23,57;33,30769231
2;28;19;507;8;9;35,94;53,13043478
2;28;46;501;10;11;53,9;72,5
2;28;46;502;9;10;51,36;55,69230769
2;28;46;503;6;7;34,09;34,92307692
2;28;46;504;6;7;34,09;47
2;28;46;505;4;5;16,97;24,82142857
2;28;46;506;2;3;8,14;17,14285714
2;28;46;507;5;6;20,51;30,44444444
2;29;1;501;2;3;6,66;30,40740741
2;29;1;502;2;3;8,72;14,73333333
2;29;1;503;5;6;33,91;43,82758621
2;29;1;504;5;6;33,91;44,86206897
2;29;1;505;9;10;49,81;66,4137931
2;29;1;506;9;10;50,98;62,96296296
2;29;1;507;12;13;63,35;78,88461538
2;29;19;501;5;6;26,31;45,45833333
2;29;19;502;4;5;23,77;34,8
2;29;19;503;1;2;6,5;11,33333333
2;29;19;504;1;2;6,5;7,2
2;29;19;505;5;6;22,4;31,85714286
2;29;19;506;5;6;23,57;34,8
2;29;19;507;8;9;35,94;52,82142857
2;29;46;501;10;11;53,9;73,125
2;29;46;502;9;10;51,36;59,62068966
2;29;46;503;6;7;34,09;37,16666667
2;29;46;504;6;7;34,09;46,46428571
2;29;46;505;4;5;16,97;25,76923077
2;29;46;506;2;3;8,14;17,8
2;29;46;507;5;6;20,51;28,06666667
2;30;1;501;2;3;6,66;30,40740741
2;30;1;502;2;3;8,72;14,73333333
2;30;1;503;5;6;33,91;43,82758621
2;30;1;504;5;6;33,91;44,86206897
2;30;1;505;9;10;49,81;66,4137931
2;30;1;506;9;10;50,98;62,96296296
2;30;1;507;12;13;63,35;78,88461538
2;30;19;501;5;6;26,31;45,45833333
2;30;19;502;4;5;23,77;34,8
2;30;19;503;1;2;6,5;11,33333333
2;30;19;504;1;2;6,5;7,2
2;30;19;505;5;6;22,4;31,85714286
2;30;19;506;5;6;23,57;34,8
2;30;19;507;8;9;35,94;52,82142857
2;30;46;501;10;11;53,9;73,125
2;30;46;502;9;10;51,36;59,62068966
2;30;46;503;6;7;34,09;37,16666667
2;30;46;504;6;7;34,09;46,46428571
2;30;46;505;4;5;16,97;25,76923077
2;30;46;506;2;3;8,14;17,8
2;30;46;507;5;6;20,51;28,06666667
2;31;1;501;2;3;6,66;25,16666667
2;31;1;502;2;3;8,72;15,75
2;31;1;503;5;6;33,91;42,71428571
2;31;1;504;5;6;33,91;45,25806452
2;31;1;505;9;10;49,81;67,23333333
2;31;1;506;9;10;50,98;61,51612903
2;31;1;507;12;13;63,35;79,03703704
2;31;19;501;5;6;26,31;48,74074074
2;31;19;502;4;5;23,77;34,53571429
2;31;19;503;1;2;6,5;11,5625
2;31;19;504;1;2;6,5;7,09375
2;31;19;505;5;6;22,4;31,23076923
2;31;19;506;5;6;23,57;35,125
2;31;19;507;8;9;35,94;52,92592593
2;31;46;501;10;11;53,9;74,5625
2;31;46;502;9;10;51,36;57,77419355
2;31;46;503;6;7;34,09;39,23333333
2;31;46;504;6;7;34,09;46,74074074
2;31;46;505;4;5;16,97;25,875
2;31;46;506;2;3;8,14;16,59375
2;31;46;507;5;6;20,51;29,93103448
2;32;1;501;2;3;6,66;25,16666667
2;32;1;502;2;3;8,72;15,75
2;32;1;503;5;6;33,91;42,71428571
2;32;1;504;5;6;33,91;45,25806452
2;32;1;505;9;10;49,81;67,23333333
2;32;1;506;9;10;50,98;61,51612903
2;32;1;507;12;13;63,35;79,03703704
2;32;19;501;5;6;26,31;48,74074074
2;32;19;502;4;5;23,77;34,53571429
2;32;19;503;1;2;6,5;11,5625
2;32;19;504;1;2;6,5;7,09375
2;32;19;505;5;6;22,4;31,23076923
2;32;19;506;5;6;23,57;35,125
2;32;19;507;8;9;35,94;52,92592593
2;32;46;501;10;11;53,9;74,5625
2;32;46;502;9;10;51,36;57,77419355
2;32;46;503;6;7;34,09;39,23333333
2;32;46;504;6;7;34,09;46,74074074
2;32;46;505;4;5;16,97;25,875
2;32;46;506;2;3;8,14;16,59375
2;32;46;507;5;6;20,51;29,93103448
2;33;1;501;2;3;6,66;25,79310345
2;33;1;502;2;3;8,72;16
2;33;1;503;5;6;33,91;41,20588235
2;33;1;504;5;6;33,91;46,63636364
2;33;1;505;9;10;49,81;67,25
2;33;1;506;9;10;50,98;61,29411765
2;33;1;507;12;13;63,35;76,59375
2;33;19;501;5;6;26,31;50
2;33;19;502;4;5;23,77;36,76666667
2;33;19;503;1;2;6,5;11,73529412
2;33;19;504;1;2;6,5;7,029411765
2;33;19;505;5;6;22,4;31,82142857
2;33;19;506;5;6;23,57;34,3
2;33;19;507;8;9;35,94;52,63333333
2;33;46;501;10;11;53,9;73,42857143
2;33;46;502;9;10;51,36;56,60714286
2;33;46;503;6;7;34,09;36,03333333
2;33;46;504;6;7;34,09;49,67857143
2;33;46;505;4;5;16,97;25,64705882
2;33;46;506;2;3;8,14;18,58823529
2;33;46;507;5;6;20,51;28,88235294
2;34;1;501;2;3;6,66;25,79310345
2;34;1;502;2;3;8,72;16
2;34;1;503;5;6;33,91;41,20588235
2;34;1;504;5;6;33,91;46,63636364
2;34;1;505;9;10;49,81;67,25
2;34;1;506;9;10;50,98;61,29411765
2;34;1;507;12;13;63,35;76,59375
2;34;19;501;5;6;26,31;50
2;34;19;502;4;5;23,77;36,76666667
2;34;19;503;1;2;6,5;11,73529412
2;34;19;504;1;2;6,5;7,029411765
2;34;19;505;5;6;22,4;31,82142857
2;34;19;506;5;6;23,57;34,3
2;34;19;507;8;9;35,94;52,63333333
2;34;46;501;10;11;53,9;73,42857143
2;34;46;502;9;10;51,36;56,60714286
2;34;46;503;6;7;34,09;36,03333333
2;34;46;504;6;7;34,09;49,67857143
2;34;46;505;4;5;16,97;25,64705882
2;34;46;506;2;3;8,14;18,58823529
2;34;46;507;5;6;20,51;28,88235294
2;35;1;501;2;3;6,66;27,77419355
2;35;1;502;2;3;8,72;16,02777778
2;35;1;503;5;6;33,91;41,88235294
2;35;1;504;5;6;33,91;46,48484848
2;35;1;505;9;10;49,81;66,96969697
2;35;1;506;9;10;50,98;60,81818182
2;35;1;507;12;13;63,35;77,14285714
